number_documents,total_words_documents,long_words,long_extractive_words_ratio,long_compression_ratio,short_words,short_extractive_words_ratio,short_compression_ratio,long_to_short_extractive_words_ratio,long_to_short_compression_ratio,tiny_words,tiny_extractive_words_ratio,tiny_compression_ratio
15,115837,923,0.9588299024918743,125.50054171180932,133.0,0.9398496240601504,870.9548872180451,0.9699248120300752,6.93984962406015,,,
8,113004,791,0.9481668773704172,142.8621997471555,89.0,0.9213483146067416,1269.7078651685392,0.8651685393258427,8.887640449438202,15.0,1.0,7533.6
3,5563,204,0.6862745098039216,27.269607843137255,,,,,,,,
6,29385,468,0.9358974358974359,62.78846153846154,108.0,0.9722222222222222,272.0833333333333,0.8518518518518519,4.333333333333333,17.0,0.8823529411764706,1728.5294117647059
30,129749,700,0.9671428571428572,185.3557142857143,39.0,0.9487179487179487,3326.897435897436,0.717948717948718,17.94871794871795,,,
20,262514,2071,0.9637856108160309,126.75712216320618,471.0,0.9745222929936306,557.3545647558386,0.9023354564755839,4.397027600849257,18.0,0.7777777777777778,14584.111111111111
4,8564,265,0.8339622641509434,32.31698113207547,,,,,,,,
10,70342,301,0.9534883720930233,233.69435215946845,105.0,0.9714285714285714,669.9238095238095,0.9047619047619048,2.8666666666666667,,,
11,45839,497,0.9195171026156942,92.23138832997988,,,,,,,,
3,1627,127,0.7244094488188977,12.811023622047244,,,,,,,,
4,5310,180,0.7555555555555555,29.5,,,,,,,,
3,5024,159,0.7610062893081762,31.59748427672956,,,,,,,,
3,24562,497,0.8531187122736419,49.420523138833,67.0,0.8208955223880597,366.5970149253731,0.8208955223880597,7.417910447761194,27.0,0.6666666666666666,909.7037037037037
5,17189,130,0.8461538461538461,132.22307692307692,,,,,,,,
17,93597,345,0.9333333333333333,271.295652173913,115.0,0.9391304347826087,813.8869565217391,0.8782608695652174,3.0,,,
6,23112,577,0.8717504332755632,40.05545927209705,65.0,0.9230769230769231,355.5692307692308,0.8923076923076924,8.876923076923077,17.0,0.8823529411764706,1359.5294117647059
122,1314160,2133,0.9798406000937646,616.108766994843,185.0,0.972972972972973,7103.5675675675675,0.972972972972973,11.52972972972973,,,
10,33968,180,0.9444444444444444,188.7111111111111,,,,,,,,
5,29229,393,0.926208651399491,74.37404580152672,102.0,0.9019607843137255,286.55882352941177,0.9215686274509803,3.8529411764705883,,,
3,3349,154,0.7207792207792207,21.746753246753247,,,,,,,,
5,12598,206,0.7864077669902912,61.15533980582524,,,,,,,,
4,10586,197,0.8324873096446701,53.736040609137056,,,,,,,,
12,27168,853,0.9097303634232122,31.84994138335287,,,,,,,,
11,24888,187,0.8770053475935828,133.0909090909091,,,,,,,,
9,25923,482,0.9253112033195021,53.78215767634855,,,,,,,,
9,110179,712,0.9564606741573034,154.74578651685394,35.0,0.9714285714285714,3147.9714285714285,0.7428571428571429,20.34285714285714,,,
5,12799,437,0.8283752860411899,29.2883295194508,66.0,0.8181818181818182,193.92424242424244,0.803030303030303,6.621212121212121,17.0,0.7058823529411765,752.8823529411765
4,5782,161,0.7267080745341615,35.91304347826087,,,,,,,,
3,3952,158,0.7215189873417721,25.0126582278481,,,,,,,,
63,958551,3534,0.9807583474816073,271.2368421052632,156.0,1.0,6144.557692307692,0.967948717948718,22.653846153846153,23.0,0.9130434782608695,41676.13043478261
4,6154,513,0.8050682261208577,11.996101364522417,375.0,0.8293333333333334,16.410666666666668,0.9173333333333333,1.368,,,
5,3664,284,0.8697183098591549,12.901408450704226,,,,,,,,
5,14888,211,0.8909952606635071,70.55924170616113,116.0,0.9224137931034483,128.3448275862069,0.9827586206896551,1.8189655172413792,,,
7,26207,720,0.9194444444444444,36.39861111111111,114.0,0.9385964912280702,229.8859649122807,0.9035087719298246,6.315789473684211,20.0,0.85,1310.35
3,2605,282,0.723404255319149,9.23758865248227,142.0,0.7535211267605634,18.345070422535212,0.9084507042253521,1.9859154929577465,,,
6,13054,184,0.8804347826086957,70.94565217391305,,,,,,,,
5,6168,86,0.686046511627907,71.72093023255815,,,,,,,,
3,39017,285,0.9473684210526315,136.90175438596492,106.0,0.9433962264150944,368.08490566037733,0.7924528301886793,2.688679245283019,,,
2,4819,155,0.6967741935483871,31.09032258064516,90.0,0.7444444444444445,53.544444444444444,1.0,1.7222222222222223,,,
6,13759,160,0.8625,85.99375,,,,,,,,
7,20985,261,0.8467432950191571,80.40229885057471,79.0,0.9113924050632911,265.63291139240505,0.7215189873417721,3.3037974683544302,,,
6,17019,336,0.9017857142857143,50.651785714285715,162.0,0.9567901234567902,105.05555555555556,0.8271604938271605,2.074074074074074,,,
27,135319,560,0.9410714285714286,241.64107142857142,,,,,,,,
8,12126,639,0.7887323943661971,18.976525821596244,48.0,0.7916666666666666,252.625,0.75,13.3125,20.0,0.65,606.3
6,63381,1197,0.9273182957393483,52.94987468671679,55.0,0.9090909090909091,1152.3818181818183,0.9090909090909091,21.763636363636362,25.0,0.8,2535.24
21,155045,1189,0.9596299411269975,130.3994953742641,107.0,0.9906542056074766,1449.018691588785,0.9345794392523364,11.11214953271028,,,
5,6365,197,0.7208121827411168,32.30964467005076,,,,,,,,
4,49459,608,0.90625,81.3470394736842,68.0,0.9117647058823529,727.3382352941177,0.8970588235294118,8.941176470588236,24.0,0.9583333333333334,2060.7916666666665
5,4557,109,0.7798165137614679,41.80733944954128,,,,,,,,
8,90536,442,0.9049773755656109,204.83257918552036,162.0,0.9135802469135802,558.8641975308642,0.8333333333333334,2.728395061728395,,,
11,43845,713,0.9368863955119214,61.493688639551195,,,,,,,,
3,3008,173,0.7803468208092486,17.387283236994218,,,,,,,,
10,23611,246,0.9024390243902439,95.97967479674797,,,,,,,,
3,32525,107,0.8785046728971962,303.97196261682245,90.0,0.8888888888888888,361.3888888888889,0.9888888888888889,1.1888888888888889,,,
3,17800,325,0.72,54.76923076923077,111.0,0.7477477477477478,160.36036036036037,0.7387387387387387,2.9279279279279278,,,
4,4062,175,0.7657142857142857,23.21142857142857,,,,,,,,
3,14056,428,0.8644859813084113,32.8411214953271,78.0,0.8461538461538461,180.2051282051282,0.8333333333333334,5.487179487179487,,,
3,24203,893,0.8689809630459127,27.103023516237403,89.0,0.8651685393258427,271.9438202247191,0.9438202247191011,10.03370786516854,34.0,0.7941176470588235,711.8529411764706
6,11189,353,0.7960339943342776,31.69688385269122,102.0,0.8529411764705882,109.69607843137256,0.8529411764705882,3.4607843137254903,16.0,0.625,699.3125
4,2993,148,0.7905405405405406,20.222972972972972,,,,,,,,
3,3408,204,0.7352941176470589,16.705882352941178,,,,,,,,
6,23745,721,0.8626907073509015,32.93342579750347,72.0,0.8472222222222222,329.7916666666667,0.8472222222222222,10.01388888888889,,,
19,226851,1246,0.9526484751203852,182.0634028892456,97.0,0.9896907216494846,2338.6701030927834,0.9278350515463918,12.845360824742269,,,
23,43580,434,0.9354838709677419,100.4147465437788,34.0,0.9117647058823529,1281.764705882353,0.8529411764705882,12.764705882352942,,,
3,6243,154,0.7597402597402597,40.53896103896104,,,,,,,,
3,2100,100,0.73,21.0,,,,,,,,
6,97358,2154,0.8946146703806871,45.19870009285051,149.0,0.9395973154362416,653.4093959731543,0.8791946308724832,14.456375838926174,,,
3,5614,158,0.7974683544303798,35.53164556962025,,,,,,,,
11,62328,762,0.94750656167979,81.79527559055119,120.0,0.9583333333333334,519.4,0.8416666666666667,6.35,,,
9,55967,430,0.9255813953488372,130.15581395348838,91.0,0.945054945054945,615.021978021978,0.8901098901098901,4.725274725274725,13.0,0.7692307692307693,4305.153846153846
5,20867,561,0.9376114081996435,37.19607843137255,86.0,0.9186046511627907,242.63953488372093,0.9302325581395349,6.523255813953488,18.0,0.6666666666666666,1159.2777777777778
6,33624,608,0.8898026315789473,55.30263157894737,89.0,0.9213483146067416,377.7977528089888,0.9438202247191011,6.831460674157303,18.0,0.7777777777777778,1868.0
5,5620,274,0.8905109489051095,20.51094890510949,,,,,,,,
3,3121,150,0.6533333333333333,20.80666666666667,,,,,,,,
9,28632,694,0.8357348703170029,41.25648414985591,46.0,0.8260869565217391,622.4347826086956,0.6521739130434783,15.08695652173913,11.0,0.8181818181818182,2602.909090909091
5,55785,502,0.9143426294820717,111.12549800796813,96.0,0.9479166666666666,581.09375,0.9270833333333334,5.229166666666667,21.0,0.8095238095238095,2656.4285714285716
8,111976,1237,0.9353274050121261,90.52223120452709,81.0,0.9506172839506173,1382.4197530864199,0.8765432098765432,15.271604938271604,33.0,0.9090909090909091,3393.212121212121
5,85218,988,0.9251012145748988,86.25303643724696,284.0,0.9295774647887324,300.0633802816901,0.8450704225352113,3.4788732394366195,34.0,0.7941176470588235,2506.4117647058824
11,123960,807,0.9405204460966543,153.60594795539035,111.0,0.963963963963964,1116.7567567567567,0.8828828828828829,7.27027027027027,14.0,0.8571428571428571,8854.285714285714
8,62726,720,0.9138888888888889,87.11944444444444,162.0,0.9012345679012346,387.1975308641975,0.8580246913580247,4.444444444444445,13.0,1.0,4825.076923076923
9,30087,477,0.8888888888888888,63.075471698113205,88.0,0.9204545454545454,341.89772727272725,0.8636363636363636,5.420454545454546,,,
5,13196,407,0.8796068796068796,32.42260442260442,95.0,0.8947368421052632,138.90526315789472,0.8736842105263158,4.28421052631579,,,
15,85991,1245,0.9365461847389558,69.06907630522089,90.0,0.9777777777777777,955.4555555555555,0.8555555555555555,13.833333333333334,16.0,0.875,5374.4375
4,7232,240,0.7916666666666666,30.133333333333333,,,,,,,,
7,37931,502,0.9442231075697212,75.5597609561753,78.0,0.9230769230769231,486.29487179487177,0.8076923076923077,6.435897435897436,,,
17,166508,1064,0.943609022556391,156.49248120300751,52.0,0.9423076923076923,3202.076923076923,0.8653846153846154,20.46153846153846,,,
13,148414,597,0.9346733668341709,248.5996649916248,59.0,0.9661016949152542,2515.491525423729,0.847457627118644,10.11864406779661,,,
4,46257,368,0.8913043478260869,125.69836956521739,29.0,0.9655172413793104,1595.0689655172414,0.7586206896551724,12.689655172413794,15.0,0.9333333333333333,3083.8
4,5969,293,0.8839590443686007,20.372013651877133,58.0,0.8620689655172413,102.91379310344827,0.6724137931034483,5.051724137931035,18.0,0.8333333333333334,331.6111111111111
3,4156,145,0.7448275862068966,28.662068965517243,,,,,,,,
3,6076,155,0.7548387096774194,39.2,,,,,,,,
41,428865,2119,0.9579990561585654,202.39027843322322,113.0,0.9823008849557522,3795.265486725664,0.8141592920353983,18.75221238938053,32.0,0.875,13402.03125
6,37535,848,0.9363207547169812,44.262971698113205,109.0,0.9541284403669725,344.35779816513764,0.9174311926605505,7.779816513761468,,,
13,120854,386,0.8575129533678757,313.09326424870466,46.0,0.9565217391304348,2627.2608695652175,0.8260869565217391,8.391304347826088,13.0,0.9230769230769231,9296.461538461539
14,30987,242,0.9256198347107438,128.04545454545453,107.0,0.9065420560747663,289.5981308411215,0.8785046728971962,2.2616822429906542,,,
14,119043,929,0.9268030139935415,128.14101184068892,141.0,0.9645390070921985,844.2765957446809,0.8723404255319149,6.588652482269503,7.0,1.0,17006.14285714286
5,33943,160,0.94375,212.14375,123.0,0.9349593495934959,275.9593495934959,0.991869918699187,1.3008130081300813,,,
6,21053,341,0.9237536656891495,61.73900293255132,35.0,0.8285714285714286,601.5142857142857,0.5714285714285714,9.742857142857142,,,
17,112979,886,0.9209932279909706,127.5158013544018,86.0,0.9883720930232558,1313.7093023255813,0.9069767441860465,10.30232558139535,,,
3,3440,119,0.7647058823529411,28.907563025210084,,,,,,,,
2,4895,417,0.7577937649880095,11.738609112709833,99.0,0.7676767676767676,49.44444444444444,0.9494949494949495,4.212121212121212,,,
2,6402,147,0.7619047619047619,43.55102040816327,52.0,0.8269230769230769,123.11538461538461,0.75,2.826923076923077,30.0,0.7666666666666667,213.4
4,7448,222,0.8378378378378378,33.549549549549546,97.0,0.8556701030927835,76.78350515463917,0.865979381443299,2.288659793814433,,,
3,2351,143,0.7622377622377622,16.44055944055944,,,,,,,,
2,8061,441,0.7936507936507936,18.27891156462585,117.0,0.8376068376068376,68.8974358974359,0.7948717948717948,3.769230769230769,,,
17,60913,467,0.9528907922912205,130.43468950749465,130.0,0.9692307692307692,468.5615384615385,0.9692307692307692,3.5923076923076924,,,
5,6851,251,0.8605577689243028,27.294820717131476,94.0,0.8936170212765957,72.88297872340425,0.8191489361702128,2.6702127659574466,15.0,0.8,456.73333333333335
3,4406,219,0.730593607305936,20.118721461187214,,,,,,,,
7,49706,786,0.9134860050890585,63.23918575063613,196.0,0.9693877551020408,253.60204081632654,0.9387755102040817,4.010204081632653,,,
4,4321,166,0.7530120481927711,26.03012048192771,,,,,,,,
4,2255,150,0.72,15.033333333333333,,,,,,,,
17,59485,414,0.9154589371980676,143.68357487922705,80.0,0.8625,743.5625,0.675,5.175,,,
4,28856,679,0.8748159057437408,42.49779086892489,127.0,0.9133858267716536,227.21259842519686,0.8818897637795275,5.346456692913386,,,
4,14656,204,0.8333333333333334,71.84313725490196,,,,,,,,
5,25949,337,0.9376854599406528,77.0,,,,,,,,
12,33953,1126,0.9191829484902309,30.153641207815276,269.0,0.8884758364312267,126.21933085501858,0.8996282527881041,4.185873605947956,31.0,0.8709677419354839,1095.258064516129
3,4156,155,0.7806451612903226,26.81290322580645,,,,,,,,
11,46872,351,0.9173789173789174,133.53846153846155,113.0,0.9380530973451328,414.79646017699116,0.8141592920353983,3.106194690265487,,,
6,38368,359,0.8774373259052924,106.87465181058496,95.0,0.8421052631578947,403.87368421052633,0.8421052631578947,3.778947368421053,8.0,0.5,4796.0
8,68337,1047,0.9121298949379179,65.26934097421203,153.0,0.9477124183006536,446.6470588235294,0.8300653594771242,6.8431372549019605,17.0,0.8235294117647058,4019.823529411765
4,6956,235,0.6978723404255319,29.6,,,,,,,,
5,9215,291,0.8969072164948454,31.666666666666668,70.0,0.9571428571428572,131.64285714285714,0.9285714285714286,4.1571428571428575,,,
3,5443,154,0.7597402597402597,35.34415584415584,,,,,,,,
7,44385,409,0.9070904645476773,108.52078239608802,51.0,0.9411764705882353,870.2941176470588,0.7647058823529411,8.019607843137255,,,
4,15096,399,0.8922305764411027,37.83458646616541,115.0,0.8695652173913043,131.26956521739132,0.7130434782608696,3.4695652173913043,29.0,0.9310344827586207,520.551724137931
5,51978,397,0.8790931989924433,130.92695214105794,75.0,0.92,693.04,0.76,5.293333333333333,21.0,0.9523809523809523,2475.1428571428573
5,10567,167,0.7844311377245509,63.275449101796404,,,,,,,,
4,5223,159,0.7295597484276729,32.84905660377358,,,,,,,,
8,64106,616,0.9237012987012987,104.06818181818181,111.0,0.972972972972973,577.5315315315315,0.7207207207207207,5.54954954954955,30.0,0.9,2136.866666666667
10,24985,174,0.8160919540229885,143.59195402298852,,,,,,,,
19,165300,656,0.9161585365853658,251.98170731707316,122.0,0.9180327868852459,1354.9180327868853,0.8852459016393442,5.377049180327869,12.0,0.8333333333333334,13775.0
7,26540,341,0.8856304985337243,77.82991202346041,132.0,0.9015151515151515,201.06060606060606,0.8560606060606061,2.5833333333333335,,,
2,2489,417,0.7961630695443646,5.968824940047962,,,,,,,,
23,74844,703,0.9487908961593172,106.46372688477952,181.0,0.9613259668508287,413.50276243093924,0.7955801104972375,3.883977900552486,,,
3,2862,152,0.7368421052631579,18.82894736842105,,,,,,,,
9,88376,2087,0.9482510781025395,42.34595112601821,136.0,1.0,649.8235294117648,0.8970588235294118,15.345588235294118,32.0,0.8125,2761.75
6,6720,84,0.8809523809523809,80.0,,,,,,,,
2,2849,201,0.7562189054726368,14.17412935323383,94.0,0.7659574468085106,30.30851063829787,0.8404255319148937,2.1382978723404253,,,
6,6461,156,0.8910256410256411,41.416666666666664,,,,,,,,
11,39460,485,0.9237113402061856,81.36082474226804,113.0,0.8849557522123894,349.20353982300884,0.8672566371681416,4.292035398230088,,,
27,375698,860,0.9651162790697675,436.8581395348837,41.0,0.975609756097561,9163.365853658537,1.0,20.975609756097562,13.0,0.9230769230769231,28899.846153846152
4,5111,237,0.759493670886076,21.565400843881857,,,,,,,,
2,13206,562,0.791814946619217,23.498220640569397,69.0,0.9130434782608695,191.3913043478261,0.9420289855072463,8.144927536231885,,,
3,3287,152,0.7368421052631579,21.625,,,,,,,,
28,170337,842,0.9465558194774347,202.30047505938242,71.0,0.971830985915493,2399.112676056338,0.8169014084507042,11.859154929577464,,,
7,163817,1206,0.9311774461028193,135.83499170812604,150.0,0.9466666666666667,1092.1133333333332,0.8133333333333334,8.04,17.0,1.0,9636.29411764706
3,5016,394,0.7690355329949239,12.730964467005077,112.0,0.8303571428571429,44.785714285714285,0.9553571428571429,3.517857142857143,,,
4,15014,489,0.8425357873210634,30.703476482617585,82.0,0.8048780487804879,183.09756097560975,0.9634146341463414,5.963414634146342,24.0,0.7916666666666666,625.5833333333334
4,5251,164,0.7073170731707317,32.01829268292683,,,,,,,,
5,44415,445,0.8741573033707866,99.80898876404494,94.0,0.8936170212765957,472.5,0.8617021276595744,4.73404255319149,,,
6,21356,181,0.8121546961325967,117.98895027624309,,,,,,,,
3,6901,188,0.776595744680851,36.70744680851064,,,,,,,,
5,20932,333,0.8708708708708709,62.85885885885886,111.0,0.8558558558558559,188.57657657657657,0.8918918918918919,3.0,,,
5,36192,700,0.8857142857142857,51.70285714285714,85.0,0.9294117647058824,425.78823529411767,0.8117647058823529,8.235294117647058,18.0,0.8888888888888888,2010.6666666666667
9,63618,551,0.8947368421052632,115.45916515426497,190.0,0.9631578947368421,334.8315789473684,0.8736842105263158,2.9,13.0,0.8461538461538461,4893.692307692308
4,7273,227,0.7400881057268722,32.03964757709251,,,,,,,,
3,13877,327,0.8409785932721713,42.43730886850153,205.0,0.8292682926829268,67.69268292682926,0.9463414634146341,1.5951219512195123,14.0,0.7142857142857143,991.2142857142857
6,10788,421,0.8574821852731591,25.624703087885987,,,,,,,,
3,10303,781,0.8476312419974392,13.192061459667093,131.0,0.816793893129771,78.64885496183206,0.7404580152671756,5.961832061068702,,,
65,1143211,1438,0.9840055632823366,795.0006954102921,331.0,0.9848942598187311,3453.809667673716,0.9637462235649547,4.3444108761329305,23.0,0.9565217391304348,49704.82608695652
5,30620,491,0.8859470468431772,62.36252545824847,161.0,0.9130434782608695,190.1863354037267,0.8695652173913043,3.049689440993789,25.0,0.88,1224.8
9,18862,144,0.9166666666666666,130.98611111111111,,,,,,,,
4,5298,222,0.6171171171171171,23.864864864864863,,,,,,,,
27,170472,1136,0.9621478873239436,150.06338028169014,281.0,0.9715302491103203,606.6619217081851,0.9074733096085409,4.04270462633452,16.0,0.875,10654.5
24,109681,1137,0.9472295514511874,96.46525945470536,87.0,0.9540229885057471,1260.7011494252874,0.8620689655172413,13.068965517241379,,,
5,8899,241,0.8215767634854771,36.9253112033195,,,,,,,,
3,4472,200,0.815,22.36,,,,,,,,
9,52606,712,0.9410112359550562,73.88483146067416,104.0,0.9423076923076923,505.8269230769231,0.875,6.846153846153846,37.0,0.8108108108108109,1421.7837837837837
4,3743,165,0.8545454545454545,22.684848484848484,,,,,,,,
9,53083,657,0.9178082191780822,80.79604261796042,235.0,0.9106382978723404,225.88510638297873,0.8340425531914893,2.795744680851064,,,
3,1707,106,0.7075471698113207,16.10377358490566,,,,,,,,
4,31112,421,0.8646080760095012,73.90023752969121,89.0,0.8876404494382022,349.5730337078652,0.8314606741573034,4.730337078651686,30.0,0.6,1037.0666666666666
6,42598,592,0.9375,71.95608108108108,97.0,0.9072164948453608,439.1546391752577,0.7938144329896907,6.103092783505154,13.0,0.9230769230769231,3276.769230769231
4,6546,162,0.6481481481481481,40.407407407407405,,,,,,,,
3,25872,656,0.8978658536585366,39.4390243902439,102.0,0.9313725490196079,253.64705882352942,1.0,6.431372549019608,15.0,0.9333333333333333,1724.8
5,7426,183,0.7923497267759563,40.5792349726776,,,,,,,,
5,27162,645,0.8403100775193798,42.11162790697674,147.0,0.8435374149659864,184.77551020408163,0.7210884353741497,4.387755102040816,32.0,0.6875,848.8125
2,14311,393,0.7837150127226463,36.4147582697201,103.0,0.8252427184466019,138.94174757281553,0.8640776699029126,3.8155339805825244,18.0,0.8333333333333334,795.0555555555555
5,25945,371,0.8733153638814016,69.93261455525607,59.0,0.9152542372881356,439.7457627118644,0.7457627118644068,6.288135593220339,,,
4,4208,358,0.8072625698324022,11.754189944134078,,,,,,,,
7,49297,686,0.9431486880466472,71.86151603498543,130.0,0.9384615384615385,379.2076923076923,0.8692307692307693,5.276923076923077,37.0,0.8918918918918919,1332.3513513513512
6,86817,1113,0.8589398023360287,78.00269541778975,144.0,0.9236111111111112,602.8958333333334,0.8472222222222222,7.729166666666667,33.0,0.8484848484848485,2630.818181818182
2,4567,212,0.8207547169811321,21.54245283018868,54.0,0.8148148148148148,84.57407407407408,0.7592592592592593,3.925925925925926,17.0,0.7647058823529411,268.6470588235294
5,7882,199,0.8140703517587939,39.608040201005025,,,,,,,,
13,222572,653,0.9617151607963247,340.8453292496172,72.0,1.0,3091.277777777778,0.8611111111111112,9.069444444444445,13.0,1.0,17120.923076923078
10,36509,474,0.8945147679324894,77.02320675105486,117.0,0.9316239316239316,312.04273504273505,0.8888888888888888,4.051282051282051,,,
6,31386,280,0.8357142857142857,112.09285714285714,,,,,,,,
4,5504,202,0.7673267326732673,27.247524752475247,,,,,,,,
3,3143,89,0.8202247191011236,35.31460674157304,,,,,,,,
10,76380,1160,0.9560344827586207,65.84482758620689,270.0,0.9296296296296296,282.8888888888889,0.9703703703703703,4.296296296296297,28.0,0.75,2727.8571428571427
4,4210,136,0.8235294117647058,30.955882352941178,,,,,,,,
3,4530,407,0.8132678132678133,11.13022113022113,56.0,0.8571428571428571,80.89285714285714,0.875,7.267857142857143,24.0,0.6666666666666666,188.75
27,185943,1199,0.9616346955796498,155.08173477898248,100.0,0.95,1859.43,0.78,11.99,37.0,0.918918918918919,5025.486486486487
4,14207,401,0.7830423940149626,35.428927680798004,72.0,0.8194444444444444,197.31944444444446,0.7361111111111112,5.569444444444445,17.0,0.7647058823529411,835.7058823529412
8,55612,331,0.9637462235649547,168.01208459214502,81.0,0.9629629629629629,686.5679012345679,0.8148148148148148,4.08641975308642,12.0,0.8333333333333334,4634.333333333333
5,35075,564,0.9131205673758865,62.18971631205674,60.0,0.9333333333333333,584.5833333333334,0.9166666666666666,9.4,,,
17,120776,722,0.9501385041551247,167.2797783933518,86.0,0.9883720930232558,1404.3720930232557,0.8604651162790697,8.395348837209303,,,
5,38861,1242,0.9323671497584541,31.289049919484704,63.0,0.8888888888888888,616.8412698412699,0.9047619047619048,19.714285714285715,16.0,0.5625,2428.8125
6,11426,212,0.8018867924528302,53.89622641509434,,,,,,,,
4,8370,565,0.9274336283185841,14.814159292035399,63.0,0.9206349206349206,132.85714285714286,0.8571428571428571,8.968253968253968,,,
9,17668,573,0.900523560209424,30.834205933682373,82.0,0.9146341463414634,215.46341463414635,0.9878048780487805,6.987804878048781,12.0,1.0,1472.3333333333333
9,22172,542,0.8948339483394834,40.90774907749078,72.0,0.9027777777777778,307.94444444444446,0.8055555555555556,7.527777777777778,,,
29,194858,1345,0.958364312267658,144.87583643122676,228.0,0.9736842105263158,854.640350877193,0.9298245614035088,5.899122807017544,24.0,0.9583333333333334,8119.083333333333
5,16164,559,0.853309481216458,28.91592128801431,176.0,0.9090909090909091,91.8409090909091,0.9318181818181818,3.1761363636363638,,,
7,8359,157,0.7261146496815286,53.24203821656051,,,,,,,,
7,26227,528,0.8674242424242424,49.672348484848484,115.0,0.8,228.0608695652174,0.8434782608695652,4.591304347826087,,,
4,15736,596,0.8875838926174496,26.40268456375839,123.0,0.9024390243902439,127.9349593495935,0.8536585365853658,4.845528455284553,23.0,0.782608695652174,684.1739130434783
7,40701,716,0.888268156424581,56.84497206703911,124.0,0.8709677419354839,328.23387096774195,0.9596774193548387,5.774193548387097,,,
3,11519,427,0.8290398126463701,26.97658079625293,135.0,0.8,85.32592592592593,0.8962962962962963,3.162962962962963,,,
3,4028,165,0.7636363636363637,24.412121212121214,,,,,,,,
6,27171,677,0.896602658788774,40.134416543574595,,,,,,,,
