,gold_sents,pegasus_output_sents,oreo_pegasus_output_sents
30,"Plaintiffs, who are children in the custody of the New Jersey Division of Youth and Family Services (DYFS), brought suit against the state alleging abuse, neglect, and lack of services.[SENTMARKER]After the New York Times published several articles about the deaths of children in the care of DYFS due to lack of care, in 2003 the state entered into a settlement agreement providing for a systematic overhaul of the state child welfare system.[SENTMARKER]The latest modification of the agreement was made in 2015 and remains in force.","On September 3, 2003, a class action lawsuit was filed in the United States District Court for the District of N.J.[SENTMARKER]against the New Jersey Department of Children and Family Services (DCF).[SENTMARKER]The plaintiffs alleged that the DCF failed to provide adequate services to children in the foster care system.[SENTMARKER]The case was settled in 2006 and the parties entered into a modified settlement agreement in October 2012 to improve the state's compliance with the goals, principles and outcomes of the original settlement agreement.[SENTMARKER]In October 2012, the parties met to discuss the potential amendment of certain provisions in the MSA and certain performance benchmarks for compliance.[SENTMARKER]The parties reached a settlement agreement that was approved and entered into by the Court on September 2, 2003.[SENTMARKER]The parties filed a motion to dismiss the case for failure to state claim.[SENTMARKER]The motion was granted in part, and denied in part.","In September 2013, the plaintiffs filed this suit in the U.S. District Court for the District Of New Jersey against the defendants.[SENTMARKER]The complaint alleged that the defendants failed to protect the children by failing to provide them with the required services.[SENTMARKER]The defendants filed a motion to dismiss, which was granted by the court.[SENTMARKER]The parties entered into a settlement agreement in January 2015 that required the defendants to implement a series of reforms to improve the child welfare system.[SENTMARKER]The court granted the defendants' motion for summary judgment and the parties agreed to a permanent injunction."
31,"Plaintiffs, children in the custody of the New York City Child Welfare Administration (""CWA""), and children who, while not in the custody of CWA, are or will be at risk of abuse or neglect and whose status is known or should be known to CWA, sought declaratory and injunctive relief against both the city and state for systematic deficiencies that jeopardized their well-being.[SENTMARKER]The case was filed on December 13, 1995, and the parties reached to two separate settlement agreements, one with the city and one with the state, on December 2, 1988.[SENTMARKER]The plaintiffs returned to court in January 2001, seeking an order directing the state to comply with specific terms of the state settlement agreement.[SENTMARKER]The court found that the state had acted with insufficient diligence in implementing the information management system, and therefore extended the terms of the agreement in this area and directed that the plaintiffs receive semi-annual reports.[SENTMARKER]The defendants provided a January 2017 report to show that they were continuing to develop, implement, and update their information systems for child welfare needs.[SENTMARKER]A year later, the court ended its supervision of the portions of the settlement that it had retained jurisdiction to enforce.","This case was brought by a group of individuals who were exposed to the asbestos of one manufacturer.[SENTMARKER]The parties filed two settlement agreements for district court approval pursuant to Fed R. Civ. P. 23 (e) in December 1998 and March 1999.[SENTMARKER]The parties moved jointly for conditional class certification and approval of a settlement agreement.[SENTMARKER]The trial was adjourned and the parties conducted negotiations for over four months.[SENTMARKER]On the eve of trial, the parties informed the court that they were engaged in settlement negotiations.[SENTMARKER]On March 31, 1999, the court approved the settlement agreements.","[ENTITYCHAIN] December 13, 1995 | New York City ||| January 8, 2001 ||| State of New York ||| Maximus, Inc.<n>Plaintiffs filed this class action lawsuit in the U.S. District Court for the District of Columbia on December 13, 1995, on behalf of children who were in the custody of the New York Child Welfare Administration and whose status was known or should be known to CWA.[SENTMARKER]The complaint alleged that the City had systematically denied these children their rights under the United States Constitution, federal statutes, New York State Constitution, state laws, and regulations, and the State plans provided to the federal government as a condition of receiving federal funds to support the state's child welfare system.[SENTMARKER]On January 8, 2001, the Court entered an order requiring the City to comply with three provisions of the agreement.[SENTMARKER]The Court held a five-day hearing to determine whether the City was in contempt of court for failing to comply.[SENTMARKER]The parties agreed to a settlement in which the City agreed to retain an independent contractor to monitor compliance with the agreement and to pay the contractor's fees and expenses."
32,"This was a class action challenge to New York's unnecessary institutionalization of children in foster care in psychiatric facilities.[SENTMARKER]The initial settlement agreement, entered on February 28, 2011, provided for increased community-based placement opportunities for children in foster care with mental illness as well as individualized planning, staff training, and monitoring.[SENTMARKER]In addition to the initial settlement agreement, on July 7, 2011, the plaintiffs agreed to release defendants from all liability in exchange for payment from defendants.[SENTMARKER]On January 22, 2016, the parties agreed to extend the Court's jurisdiction until June 30, 2016, at which time its jurisdiction presumably expired.","On May 12, 2010, a group of children in foster care filed a class action lawsuit in the United States District Court for the Eastern District Of New York.[SENTMARKER]The plaintiffs alleged that the NYC Administration for children's services (ACS) was violating the due process clause of the Fourteenth Amendment by placing children in psychiatric hospitals unnecessarily long after they were ready for discharge.[SENTMARKER]The parties reached a settlement on October 12, 2010.[SENTMARKER]The parties agreed to pay plaintiffs' counsel fees and costs.[SENTMARKER]The settlement was approved by the court on October 12.[SENTMARKER]2010 and is subject to court approval.","This case was brought by children under the age of 18 who were in the custody of the ACS and who are currently admitted or will be brought to and admitted to acute psychiatric hospitals and who were not moved by ACS and/or one of its contract foster care agencies to the least restrictive setting appropriate to their needs.[SENTMARKER]The plaintiffs alleged that the defendants violated 29 U.S.C.  794, the Rehabilitation Act, the New York Social Services Law and implementing regulations, the Fourteenth Amendment to the United States Constitution, and the Americans with Disabilities Act.[SENTMARKER]The parties reached an agreement in October 2010 to resolve all of the plaintiffs' claims against the defendant.[SENTMARKER]The settlement was entered as an order of settlement on October 12, 2010."
33,"On May 30, 2013, an eleven-year-old child in the custody of the South Carolina Department of Social Services (SCDSS), filed a lawsuit in the Court of Common Pleas, Abbeville County, South Carolina, against SCDSS and the Boys Home of the South (BHOTS), alleging that, as a result of Defendants' failures, Plaintiff was sexually assaulted on multiple occasions, causing him severe and permanent mental injury.[SENTMARKER]Following removal to Federal Court, in early 2014, Plaintiff settled with both SCDSS and BHOTS for an undisclosed sum of money.[SENTMARKER]BHOTS also permanently closed as a result of the lawsuit.","On April 1, 2013, a South Carolina resident who was in the custody of the Boys Home filed a lawsuit in the United States District Court for the South Carolina District.[SENTMARKER]The Plaintiff alleged that he was sexually abused while in foster care by another foster child, A.R.[SENTMARKER]Dkt., and that the Defendants failed to provide him with urgently needed medical and mental health treatment after the alleged abuse.[SENTMARKER]On May 30, 2013, the Plaintiff filed an amended complaint, which was removed to the District Court on June 28, 2013.[SENTMARKER]On March 10 2014, the Plaintiff and the Defendants entered into a settlement agreement.[SENTMARKER]The settlement is subject to approval by the Court.","On April 1, 2013, Plaintiff John Doe brought this suit in the United States district court for the district of S.C. against the South Carolina Department of social services (SCDSS) and the non-profit domestic corporation (BHOTS) of the same name.[SENTMARKER]The suit alleged that Doe was placed in BHOTS without adequate supervision along with a child they knew to be dangerous and a risk to Doe's safety; failing to adequately supervise Doe and the child that assaulted him; placing Doe in the physical custody of BHOTS instead of with family members; and the nature of the action.[SENTMARKER]The case was dismissed on March 30, 2014."
34,"On January 12, 2015, a class action lawsuit was filed against the South Carolina Department of Social Services (SCDSS) in the United States District Court for the District of South Carolina, alleging numerous deficiencies in the operation of the state's child welfare system.[SENTMARKER]On September 28, 2015, the parties reached an interim settlement agreement, providing for an end to certain SCDSS practices, as well as for studies of additional SCDSS practices.[SENTMARKER]Monitoring revealed incremental improvements in conditions, and the settlement remains in effect.","On October 4, 2016, a lawsuit was filed in the U.S. District Court for the District of South Carolina on behalf of children in South Carolina's foster care system.[SENTMARKER]The plaintiffs alleged that the state's child welfare system was failing to provide adequate health care and other services to children in foster care.[SENTMARKER]The lawsuit was settled in a Final Settlement Agreement (FSA), which was approved by the court on October 4, 2016.[SENTMARKER]The FSA was crafted by state leaders and Plaintiffs, who conceived it to include commitments that would guide a multi-year reform effort.[SENTMARKER]As a result of this initiative, all children and youth placed into foster care, with few exceptions, are enrolled in First Choice by select managed care organizations to meet their medical and behavioral health needs.","In September 2015, the plaintiffs filed a lawsuit in the United States District Court for the District of South Carolina against the South Carolina Department of social services.[SENTMARKER]The plaintiffs alleged that the state was violating the federal civil rights of children in the state's foster care system by failing to protect them from abuse and neglect.[SENTMARKER]The court entered a final settlement agreement (FSA) on September 28, 2015.[SENTMARKER]The FSA was crafted by state leaders and Plaintiffs, who conceived it to include commitments that would guide a multi-year reform effort.[SENTMARKER]The FSA reflects DSS’s agreement to address long-standing problems experienced by children in foster care custody and in the operation of the state’s child welfare system.[SENTMARKER]It includes a broad range of provisions governing: caseworker caseloads; visits between children and their caseworkers and family members; investigations of allegations of abuse or neglect; appropriate and timely foster care and therapeutic placements; and access to physical and mental health care for children in DSS custody.[SENTMARKER]As part of the settlement agreement, the plaintiffs requested that the court appoint a neutral expert monitor to monitor the implementation of the FSA.[SENTMARKER]The monitor was appointed by the court in September 2015 and began work in April 2016.[SENTMARKER]The court approved the final settlement in March 2016."
35,"A paraplegic individual who uses a wheelchair sued Chipotle for violations of the Americans With Disabilities Act (ADA) and California state law in two of its California restaurants.[SENTMARKER]The defendant implemented a new ""Customers with Disabilities"" which the district court found to be in compliance with the ADA, but the Ninth Circuit found otherwise, that viewing the ingredients behind the counter was part of the ""Chipotle Experience.""[SENTMARKER]Ultimately, the defendant lowered the heights of the walls in front of the food-preparation areas in all of its California locations so that customers in wheelchairs could see the ingredients, and the plaintiff was awarded $898,549 in attorneys' fees and costs and $5,000 in statutory damages.","In 2006, a wheelchair-bound customer filed a lawsuit in the U.S. District Court for the Southern District of California, alleging that Chipotle violated the Americans with Disabilities Act by denying him full and equal access to two of its restaurants.[SENTMARKER]The district court granted partial summary judgment in favor of Chipotle, granted Antoninetti's motion for summary judgment, and denied his request for injunctive relief, declaratory relief, and up to three times the amount of actual, special, and/or statutory damages.[SENTMARKER]On appeal, the Ninth Circuit reversed the district court's decision and remanded the case for a determination of the proper scope of injunctive and damages.[SENTMARKER]The case is now closed.","On May 9, 2011, a wheelchair-bound paraplegic sued Chipotle Mexican Grill for violating the Americans with Disabilities Act (ADA) in the United States District Court for the District of San Diego.[SENTMARKER]The ADA requires that newly-constructed facilities be ""readily accessible and usable by individuals with disabilities.""[SENTMARKER]The district court found that the high walls between the food and the customers, such that Mr. Maurizio Antoninetti could not see the food while he was in line, ""significantly reduced [his] ability to enjoy the 'Chipotle 28 Experience.'""[SENTMARKER]The Ninth Circuit overturned the district court's award of $148,000 in attorneys' fees, holding that the award was excessive because no reasonable client would pay such a high fee for such small recovery."
36,"The California Department of Fair Employment and Housing filed this ongoing lawsuit on behalf of several LSAT test takers against the Law School Admissions Council (LSAC).[SENTMARKER]The State claims that LSAC routinely denies reasonable accommodations to test takers with disabilities in violation of the California Unruh Civil Rights Act and the Americans with Disabilities Act.[SENTMARKER]In 2014, the parties have agreed to a consent decree that the court approved.","The California Department of Fair Employment and Housing (DFEH) and the United States Department of Justice (DOJ) filed this lawsuit in the U.S. District Court for the Northern District of California in May 2014 against Law School Admission Council, Inc. (LSAC) alleging that LSAC violated the Americans with Disabilities Act (ADA) by failing to provide testing accommodations to individuals with physical and/or cognitive or 10 psyhological disabilities taking the Law School Admissions Test (LSAT) 8 administered by LSAC.[SENTMARKER]The parties reached a settlement, memorialized in a consent decree in May 2014, requiring certain changes to LSAC's procedures to accommodate individuals with disabilities.","California Department of Fair Employment and Housing (DFEH) and the U.S. Department of Justice (DOJ) entered into a consent decree to settle a nationwide lawsuit brought by the DFEH on behalf of a group of individuals with disabilities who were denied reasonable accommodation to take the LSAT test for the Law School Admissions Council (LSAC) in a manner that was accessible to those with disabilities.[SENTMARKER]The parties entered into the consent decree on April 12, 2012 and the case was dismissed on May 29, 2014.[SENTMARKER]The parties agreed to the following terms: The law school will be required to provide reasonable accommodations to all individuals who submit requests for disability-related accommodations over a 21-month period of time; the law school is required to post a notice on its website about reasonable accommodation requests; and LSAC will be prohibited from denying requests for reasonable accommodation.[SENTMARKER]The case was brought in federal court in the Northern District of California."
37,"Disabled plaintiffs sued a public transit agency for violation of the Americans With Disabilities Act and the Rehabilitation Act, alleging their bus system presented numerous barriers to access, subjecting the plaintiffs to delay, embarrassment, and ridicule by passengers and drivers.[SENTMARKER]The parties entered a consent decree, in which the defendant agreed to remedy the problems with its bus system and pay $250,000 in damages, fees, and costs.","On July 1, 1999, two individuals with disabilities filed a lawsuit against the City of Steamboat Springs, Colorado, alleging that the City had discriminated against them on the basis of disability in connection with the provision of transit service and certain other City services, in violation of the Americans With Disabilities Act of 1990 (""ADA"") and its Rehabilitation Act of 1973 (""Rehabilitation Act"") in the United States District Court for the District of Colorado.[SENTMARKER]The plaintiffs alleged that the city had violated the ADA by denying them and other persons who use wheelchairs their benefits, including access to its public transportation system, as more fully set forth above.[SENTMARKER]As part of this consent decree, the city agreed to provide training to all bus and van operators, dispatchers, and mechanics, and to record the times of the dispatch of alternate transportation.[SENTMARKER]The city also agreed to pay the plaintiffs' fees and costs.","In December 2000, two wheelchair users filed a lawsuit against the City ofSteamboat Springs, Colorado, alleging that the city's public transportation system was not accessible to persons who use wheelchairs.[SENTMARKER]The plaintiffs sought injunctive relief, compensation, and attorney's fees.[SENTMARKER]The court granted the plaintiffs' motion to extend the deadline for plaintiffs to move for an award of their fees and costs.[SENTMARKER]The case is now closed."
38,"Disabled patrons of a concert venue filed a class action against the owners and operators of the venue for failure to remove barriers to access.[SENTMARKER]The parties settled, with Defendants agreeing not to obstruct wheelchair areas and to pay damages and attorneys' fees and costs.","On May 30, 1997, two individuals filed a class action lawsuit in the United States District Court for the district of Colorado against the owners and operators of Fiddler's Green Amphitheater in Denver, Colorado.[SENTMARKER]The plaintiffs alleged that the defendants violated the Americans with Disabilities Act (ADA) by failing to provide appropriate wheelchair and companion seating for persons who use wheelchairs or other mobility aids and their companions in violation of the ADA.[SENTMARKER]The class sought injunctive relief, monetary relief, and other relief.[SENTMARKER]The court granted the plaintiffs' motion for summary judgment, and the case was dismissed.","On February 18, 1998, a group of disabled persons filed a class action lawsuit in the U.S. District Court for the district of Colorado against the Denver General Partnership, the Colorado Concert Company, and the Colorado Nonprofit Corporation for violating the Americans with Disabilities Act and Colorado Anti-Discrimination Act.[SENTMARKER]The plaintiffs alleged that the defendants violated the ADA by failing to remove the architectural barriers at issue, failing to provide ADA compliant integrated seating throughout the seating area, and failing to pay for the plaintiffs' reasonable attorney's fees and costs.[SENTMARKER]The parties reached a settlement in which the defendants agreed to pay the plaintiffs a total of $1,750.[SENTMARKER]The settlement is subject to approval by the Court."
39,"On December 2, 2020, the U.S. Department of Justice filed a complaint against the National Railroad Passenger Corporation (“Amtrak”) for allegedly violating the Americans with Disabilities Act, 42 U.S.C. §§ 12131-12165, by failing to make its intercity rail stations accessible to individuals with disabilities by July 26, 2020, as required by the Act.[SENTMARKER]The case was never properly docketed or assigned to a judge, however, because the government announced its settlement with Amtrak on the same day.[SENTMARKER]The settlement agreement required Amtrak to design at least 135 accessible stations, complete construction at 90 stations, and be in the process of constructing at least 45 stations within 10 years of the settlement date.[SENTMARKER]The agreement also required Amtrak to train staff on ADA compliance, establish a monitor-approved process for managing ADA complaints, and create a settlement fund to compensate individuals who were harmed by Amtrak’s most inaccessible stations.[SENTMARKER]The settlement was monitored by the Federal Railroad Administration and the Department of Justice.","On July 27, 2013, the United States brought this lawsuit against the National Passenger railroad Corporation (Amtrak) under the Americans With Disabilities Act (ADA).[SENTMARKER]The complaint alleged that Amtrak failed to make its stations accessible to individuals with disabilities so that they could fully participate in and benefit from Amtrak’s transportation services.[SENTMARKER]The complaint included an NDRN-generated report alleging that Amtrak stations across the country were inaccessible in violation of the ADA.[SENTMARKER]The settlement agreement, which was entered into in July 2013, requires Amtrak to provide ADA training to newly hired covered employees within 60 days of their start date, and to pay compensation to those who were harmed by Amtrak's lack of accessible transportation services, including those who use wheelchairs.","On July 27, 2013, the United States and Amtrak entered into a settlement agreement in which Amtrak agreed to make its existing stations accessible to and usable by individuals with disabilities as soon as practicable after July 26, 1990, but in no event later than July 26, 2010.[SENTMARKER]Under the terms of the settlement, Amtrak will pay compensation to individuals harmed by its lack of accessible transportation services.[SENTMARKER]To be eligible for compensation, you must submit a claim by [insert date] by July 27, 2013.[SENTMARKER]You may obtain information on how to claim by sending an email with your name, address, and telephone number to [insert] the Fund Administrator."
40,"On July 22, 2013, attorneys from United States Department of Justice Civil Rights Division filed a lawsuit in the U.S. District Court for the Southern District of Florida against the State of Florida.[SENTMARKER]The DOJ alleged that nearly two hundred children with disabilities were unnecessarily segregated from their communities and the general population by the State, which had placed them in nursing homes.[SENTMARKER]The DOJ sought an injunction requiring the State to comply with Title II of the Americans with Disabilities Act (ADA), 42 U.S.C. § 12131-12134, which, as interpreted by the Supreme Court in Olmstead v. L.C., 527 U.S. 581 (1999), forbids the unnecessary institutionalization of disabled individuals, and mandates that their rehabilitative and medical needs be provided in a manner that enables disabled individuals to be independent and integrated members of the community.[SENTMARKER]L.C., 527 U.S. 581 (1999), forbids the unnecessary institutionalization of disabled individuals, and mandates that their rehabilitative and medical needs be provided in a manner that enables disabled individuals to be independent and integrated members of the community.[SENTMARKER]In June 2014, the case was consolidated with another pending case, which is in the Clearinghouse as PB-FL-0007.","On July 22, 2013, the United States of America filed a lawsuit against the State of Florida, alleging that the state violated the Americans with Disabilities Act (ADA) by failing to serve qualified individuals with disabilities in the most integrated setting appropriate to their needs.[SENTMARKER]The case was brought by Disability Rights Florida, a non-profit organization that advocates for people with disabilities and their families.[SENTMARKER]The complaint alleged that nearly two hundred children with disabilities, who entered nursing facilities as children and grew up in these institutions, remain unnecessarily segregated from their communities, often very far from home.[SENTMARKER]As a result of limitations on community-based services and deficient assessment and transition planning processes, the Institutionalized Children have spent their formative years separated from their families and apart from their community.[SENTMARKER]The court found that such practices also violate the ADA.[SENTMARKER]The parties agreed to a settlement in which the State agreed to implement corrective measures to ensure that the children's needs are met.","On July 22, 2013, the United States of America filed this suit in the Southern District Court of Florida against the State of Florida.[SENTMARKER]The complaint alleged that Florida's policies and practices regarding the services it provides to children with disabilities under the age of twenty-one violate federal law.[SENTMARKER]Specifically, the suit alleged that the state unnecessarily institutionalized hundreds of children and young adults with disabilities in nursing facilities or placed them at risk of such institutionalization in violation of the Americans with disabilities Act of 1990 (the ""ADA"").[SENTMARKER]The case was settled on August 31, 2013, with the court ordering the State to provide adequate services to these children and to pay compensation to the children for injuries suffered as a result of the state's failure to ensure compliance with the ADA's requirements."
41,"In 2005, two organizations that advocates for people with disabilities filed this lawsuit n the U.S. District Court for the Eastern District of Michigan.[SENTMARKER]The plaintiffs sued the City of Detroit, claiming that the city had failed to meet federal and Michigan accessibility standards in altering intersections and sidewalks.[SENTMARKER]In 2006, the parties negotiated a plant to correct the affected intersections and sidewalks.[SENTMARKER]As of 2018, a special master continues to monitor implementation of the agreement.","In September 2005, Center For Community Access (CCA) and Michigan Paralyzed Veterans of America (IFFA) sued the City of Detroit, Michigan.[SENTMARKER]CCA andIFFA alleged that the City had violated the Americans with Disabilities Act and the Rehabilitation Act by failing to make certain improvements to the city's Bagley Avenue project.[SENTMARKER]The parties sought declaratory and injunctive relief, and for damages.[SENTMARKER]In September 2010, the court granted a temporary restraining order (TRO) against the City.[SENTMARKER]In December 2012, the parties reached a settlement agreement.[SENTMARKER]The settlement agreement required the City to make improvements to Bagley Avenue.[SENTMARKER]In January 2013, the parties filed a motion to dismiss the case.","On September 9, 2005, a disability advocacy group filed this suit against the City of Detroit.[SENTMARKER]The suit alleged that the City had violated the Americans with Disabilities Act (ADA) by failing to make certain portions of Bagley Avenue accessible to people with disabilities.[SENTMARKER]On August 31, 2006, the Court entered a preliminary injunction.[SENTMARKER]On October 16, 2007, the City filed its written corrective action plan."
42,"This was a case brought to make a 300 unit apartment complex in Canton Township, MI accessible to persons with mobility impairments.[SENTMARKER]It was filed in 2006 in the United States District Court for the Eastern District of Michigan by two individuals and the Fair Housing Center of Southeastern Michigan.[SENTMARKER]The suit eventually resulted in about three quarters of a million dollars in retrofits, damages to the plaintiffs and attorney fees and costs.","In June 2009, the Federal Housing Commission (FHC) filed this lawsuit in the United States District Court for the Eastern district of Michigan against Beztak Properties, Inc. and other defendants.[SENTMARKER]The FHC's complaint alleged that the defendants violated the fair housing and disability laws by failing to design, construct, and/or operate the Uptown Apartment complex in Canton, Michigan.[SENTMARKER]The defendants denied in their entirety the claims raised in the lawsuit.[SENTMARKER]The case was settled in September 2009, and the defendants agreed to pay the plaintiffs in full.","On April 20, 2009, a resident of Canton Township, Michigan filed a lawsuit in the United States District Court for the Eastern district of Michigan (the ""Court""), alleging that Canton Township violated the Americans with Disabilities Act (""ADA""), Section 504 of the Rehabilitation Act (""Section 504""), and Title II of the Civil Rights Act of 1964 (""C.R.A.C."")[SENTMARKER]by failing to make accessible ground-floor multi-family housing that was not accessible to persons with disabilities.[SENTMARKER]The Court granted the plaintiff's motion for summary judgment, finding that the plaintiff had failed to show that the defendants had violated the ADA.[SENTMARKER]The plaintiff also filed a motion for partial summary judgment against the defendants.[SENTMARKER]The case was dismissed on April 20, 2009."
43,"A class action lawsuit was filed on July 10, 2012, against the Mississippi Department of Education, under the Individuals with Disabilities Education Improvement Act of 2004 (IDEA), alleging that the defendant had failed to execute its responsibilities under IDEA, by not ensuring that the Jackson Public School District provide disabled students with a free and appropriate public education in the least restrictive environment, even after conducting an investigation into the School District and identifying its systemic failure to meet its IDEA obligations.[SENTMARKER]The parties reached a settlement on September 29, 2014 stipulating the implementation of a Program Sustainability Plan for the 2014-2015 school year.[SENTMARKER]On September 11, 2015 District Court Judge Daniel P. Jordan III granted a motion to dismiss with prejudice.","In September 2010, a class of students with significant disabilities who attend Jackson Public Schools filed this class action lawsuit in the U.S. District Court for the Southern District of Mississippi against the Jackson Public Education District (JPS) alleging systemic violations of the Individuals with Disability Education Act (IDEA).[SENTMARKER]The plaintiffs alleged that JPS denied their students with disabilities the educational and supportive services they need to achieve academically, and forced them into substandard segregated settings with little to no appropriate academic programming and related services.[SENTMARKER]In June 2012, JPS proposed creating a separate alternative school program to serve only children with disabilities.[SENTMARKER]The district court granted JPS's motion for preliminary injunction, finding that the district had failed to comply with the federal law.[SENTMARKER]JPS is now required to provide its students with FAPE in the least restrictive environment.","On September 8, 2010, a class action lawsuit was filed in the U.S. District Court for the District of Mississippi on behalf of children with disabilities in the Jackson Public Schools District.[SENTMARKER]The plaintiffs alleged that the district had violated the Individuals with Disabilities Education Improvement Act of 2004 (IDEA) by failing to provide free appropriate public education (FAPE) to students with disabilities.[SENTMARKER]According to the complaint, the district failed to adequately fulfill its monitoring, supervisory and enforcement duties to ensure that JPS provided FAPE to students like Plaintiff E.H.[SENTMARKER]with any related services to address his behavior, and failed to conduct an adequate and develop an appropriate behavioral intervention plan (BIP) for him.[SENTMARKER]The case was dismissed with prejudice on September 11, 2015 by Judge Daniel P. Jordan III."
44,"On August 3, 2006, plaintiffs, a group of disabled persons receiving public benefits filed a lawsuit in the U.S. District Court for the South District of New York against the New York Human Resources Administration alleging that it discriminated against disabled persons by involuntarily segregating them by transferring their public benefits cases from local benefit centers to three hub centers that only serviced people with disabilities.[SENTMARKER]The Court approved a proposed settlement agreement in June of 2015.","In 2005, a class of public assistance recipients filed this class action lawsuit in the United States District Court for the Southern District Of New York.[SENTMARKER]The plaintiffs alleged discrimination on the basis of disability in violation of the ADA and Section 504.[SENTMARKER]The parties attempted to negotiate a settlement of monetary claims.[SENTMARKER]In November 2006, the parties entered into a stipulation in which they agreed that those individuals with currently opened cases would receive monetary payments according to a formula.[SENTMARKER]Despite the passage of years since the case was filed, a number of issues remained open, and this case was transferred to this Court.","On April 1, 2006, a group of individuals with disabilities filed a class action lawsuit in the U.S. District Court for the Southern District of New York against the city's human resources department.[SENTMARKER]The plaintiffs alleged violations of Title II of the Americans with Disabilities Act (the ""ADA""), Section 504 of the Rehabilitation Act of 1974 (""the Rehabilitation Act""), the Due Process Clauses of the United States and New York State Constitutions, and various N.Y.[SENTMARKER]State and City civil rights and social services statutes and regulations.[SENTMARKER]The parties sought declaratory and injunctive relief, and the parties reached a settlement agreement in July 2006."
45,"Students sued the New York City Department of Education, the City of New York, and the chancellor of the New York City Department of Education to seek injunctive relief under the Americans with Disabilities Act, the Individuals with Disabilities in Education Act, Section 504 of the Rehabilitation Act, and New York state law.[SENTMARKER]The student plaintiffs are either student in Staten Island District 75 schools or vulnerable to being sent to those schools, which are separated from New York City community schools.[SENTMARKER]District 75 students receive their education in a restrictive setting where they are largely isolated from interactions with students who do not have disabilities.[SENTMARKER]Plaintiffs seek injunctive relief in the form of a permanent injunction against future violations and an order for a remedial plan to reimagine policies, practices, and norms that will permit each student to learn in the most integrated setting possible.[SENTMARKER]The case remains open.","Disability Advocates, Inc. and Staten Island District 75 School District filed this class action lawsuit in the U.S. District Court for the Eastern District of New York on behalf of students with disabilities who receive education in a Staten Island School District 75 school or classroom or are at significant risk of being placed in a school district classroom.[SENTMARKER]The plaintiffs alleged that the DOE's policies, practices, procedures, acts, and omissions have the effect of harming all class members in the same manner.[SENTMARKER]In 2019, the latest year for which data is publicly available, only 53% of children with disabilities in NYC graduated in four years compared to 83% of high school students without disabilities.","In 2017, a group of Staten Island students with disabilities filed a class action lawsuit in the U.S. District Court for the Southern District of New York, alleging that the DOE was violating the Americans with Disabilities Act (ADA), Section 504 of the Rehabilitation Act (Section 504), the Individuals with Disabilities Education Act (IDEA), and NYC Human Rights Law (NYCHRL) by failing to educate them in the most integrated setting appropriate.[SENTMARKER]The DOE operates a wholly separate citywide school district based solely on disability known as District 75, which on Staten Island draws students from Staten Island public schools.[SENTMARKER]In the 2016-17 school year, Black students made up 26.5 percent of NYC public school students, and 28.2 percent of students receiving special education, but 36.7 percent of the District 75 student population.[SENTMARKER]In March of this year, the DOE agreed to implement a remedial plan that included new practices, policies, and procedures to ensure that all students in the Plaintiff Class have the opportunity to be educated in a more integrated setting."
46,"Four blind or visually impaired library patrons sued the Free Library of Philadelphia in in the United States District Court for the Eastern District of Pennsylvania, seeking relief under Section 504 of the Rehabilitation Act, and Title II of the ADA.[SENTMARKER]They alleged that the Library's new program to lend e-reading devices was discriminatory, because the Nook Simple Touch devices the library had procured were inaccessible to visually impaired users, and because accessible alternative devices were available.[SENTMARKER]The parties entered a settlement and the case was dismissed.[SENTMARKER]The library agreed to transition to the exclusive use of accessible devices within four years, and to add ten accessible e-readers within 60 days of the settlement date.","In 2013, a group of blind library patrons filed a class action lawsuit in the United States District Court for the District of Philadelphia, alleging that the Philadelphia Library violated the Rehabilitation Act by lending out e-book devices to patrons who were blind or visually impaired.[SENTMARKER]The complaint alleged that the Library's lending program needlessly excluded the blind and visually impaired from its programs and activities.[SENTMARKER]The Library and the plaintiffs entered into a Final Settlement Agreement in which the Library agreed to comply with the federal law.[SENTMARKER]The final settlement agreement is subject to court approval.[SENTMARKER]The case was dismissed with prejudice pursuant to the agreement.","In May 2012, the National Federation of the Blind (NFB) filed a lawsuit in the United States District Court for the Eastern District Of Pennsylvania on behalf of a blind library patron who was denied access to the library's e-reader lending program.[SENTMARKER]The complaint alleged that the Library's use of NOOK devices violated Section 504 of the Rehabilitation Act of 1964 and Title II of the Americans with Disabilities Act of 1990 (ADA).[SENTMARKER]The Library agreed to comply with the court's order by using only e-book reading devices that are accessible to both blind and none isabled.[SENTMARKER]The parties reached a settlement in which the library agreed to provide its patrons with access to e-readers that are not accessible to the blind."
